movie_id,name,genres,overview
3246,Malcolm X (1992),Drama,Biograpical epic of Malcolm X  the legendary African American leader. Born Malcolm Little  his father (a Garveyite Baptist minister) was killed by the Ku Klux Klan. Malcolm became a gangster  and while in jail discovered the Nation of Islam writings of Elijah Muhammad. He preaches the teachings when let out of jail  but later on goes on a pilgrimage to the city of Mecca  there he converts to the original Islamic religion and becomes a Sunni Muslim and changes his name to El Hajj Malik Al Shabazz. He is assassinated on February 21  1965 and dies a Muslim martyr. 
3247,Sister Act (1992),Comedy|Crime,Sister Act is about a Reno lounge singer named Deloris Van Carter who witnesses her mobster boyfriend killing an employee. She is then hidden in a convent under a witness protection program. She soon makes friends with the nuns  especially Sister Mary Robert  Sister Mary Lazuras and Sister Mary Patrick. After the Mother Superior catches Deloris going out to a bar in the night followed by Mary Robert and Mary Patrick  she orders her to join the church choir. Only to find her coaching the choir and turning them into swingin' singin' sisters. The choir proves to be a big success with the surrounding neighborhood  but will Deloris' boyfriend track her down... 
3248,Sister Act 2: Back in the Habit (1993),Comedy,The sisters come back to Delores's show to get her back as Sister Mary Clarence to teach music to a group of students in their parochial school which is doomed for closure. One of the girls  who is the most talented of the bunch  is forbidden to sing by her mother  although the choir has made it to the state championship. A group of stereotypical incompetent monks tries to stop them. 
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,Peyton Flanders (Rebecca De Mornay) seemed to be the perfect nanny  but secretly she was out to wreck the lives of the family she was supposed to be helping. Before becoming the nanny  Peyton had a miscarriage due to the stress caused by the death of her husband  Dr. Victor Mott (John de Lancie)  and blamed it on Claire (the mother  played by Annabella Sciorra) . Claire suspects nothing  having never met Peyton before. 
3250,Alive (1993),Drama,In 1972  the Uruguayan rugby team is flying to Chile to play a game. However  the plane from the Uruguayan Air Force with 45 people crashes on the Andes Mountains and after the search party  they are considered dead. Two months after the crash  the sixteen survivors are finally rescued. Along the days  the starved survivors decide to eat flesh from the bodies of their comrades to survive. 
3251,Agnes of God (1985),Drama|Mystery,At a convent  fragile  unearthly Sister Agnes gives birth  but the child dies and Agnes retains no memory of the event. The police soon are involved because of the death of the baby. However  the main conflict is between Mother Superior Miriam Ruth  who wants Agnes left alone  and Dr. Martha Livingston  a psychiatrist determined to help Agnes gain a stronger grasp on reality and uncover any wrongdoers. 
3252,Scent of a Woman (1992),Drama,Frank is a retired Lt Col in the US army. He's blind and impossible to get along with. Charlie is at school and is looking forward to going to university; to help pay for a trip home for Christmas  he agrees to look after Frank over thanksgiving. Frank's niece says this will be easy money  but she didn't reckon on Frank spending his thanksgiving in New York. 
3253,Wayne's World (1992),Comedy,Wayne is still living at home. He has a world class collection of name tags from jobs he's tried  but he does have his own public access TV show. A local station decides to hire him and his sidekick  Garth  to do their show professionally and Wayne & Garth find that it is no longer the same. Wayne falls for a bass guitarist and uses his and Garth's Video contacts to help her career along  knowing that Ben Oliver  the sleazy advertising guy who is ruining their show will probably take her away from him if they fail. 
3254,Wayne's World 2 (1993),Comedy,Wayne is back  this time trying to organize a rock festival with help from friend Garth and the spirit of Jim Morrison (Doors). Meanwhile  his girlfriend's manager is busy trying to woo her away from Wayne and move her to LA. Life gets interesting when Wayne must rush from the concert to try and stop the wedding. Aerosmith are featured at the concert. 
3255,"League of Their Own, A (1992)",Comedy|Drama,During World War II when all the men are fighting the war  most of the jobs that were left vacant because of their absence were filled in by women. The owners of the baseball teams  not wanting baseball to be dormant indefinitely  decide to form teams with women. So scouts are sent all over the country to find women players. One of the scouts  passes through Oregon and finds a woman named Dottie Hinson  who is incredible. He approaches her and asks her to try out but she's not interested. However  her sister  Kit who wants to get out of Oregon  offers to go. But he agrees only if she can get her sister to go. When they try out  they're chosen and are on the same team. Jimmy Dugan  a former player  who's now a drunk  is the team manager. But he doesn't feel as if it's a real job so he drinks and is not exactly doing his job. So Dottie steps up. After a few months when it appears the girls are not garnering any attention  the league is facing closure till Dottie does something that grabs attention. And it isn't long Dottie is the star of the team and Kit feels like she's living in her shadow. 
3256,Patriot Games (1992),Action|Thriller,Former CIA analyst  Jack Ryan is in England with his family on vacation when he suddenly witnesses an explosion outside Buckingham Palace. It is revealed that some people are trying to abduct a member of the Royal Family but Jack intervenes  killing one of them and capturing the other  and stops the plan in its tracks. Afterwards  he learns that they're Irish revolutionaries and the two men are brothers. During his court hearing the one that's still alive vows to get back at Jack but is sentenced and that seems to be the end of it. However  whilst the man is being transported  he is broken out. Jack learns of this but doesn't think there's anything to worry about. But  when he is at the Naval Academy someone tries to kill him. He learns that they are also going after his family and so he rushes to find them  safe but having also been the victims of a failed assassination. That's when Jack decides to rejoin the CIA  and they try to find the man before he makes another attempt. 
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,A pop singer has been receiving threatening notes  and her manager hires a bodyguard known for his good work. The bodyguard ruffles the singer's feathers and most of her entourage by tightening security more than they feel is necessary. The bodyguard is haunted by the fact that he was on Reagan's secret service staff but wasn't there to prevent the attack by Hinckley. Eventually the bodyguard and the singer start an affair  and she begins to believe his precautions are necessary when the stalker strikes close to home. 
3258,Death Becomes Her (1992),Comedy,In 1978  in Broadway  the decadent and narcissist actress Madeline Ashton is performing Songbird  based on Tennessee Williams' Sweet Bird of Youth. Then she receives her rival Helen Sharp  who is an aspiring writer  and her fianc   Ernest Menville  who is a plastic surgeon  in her dressing room. Soon Menville calls off his commitment with Helen and marries Madeline. Seven years later  Helen is obese in a psychiatric hospital and obsessed in seeking revenge on Madeline. In 1992  the marriage of Madeline and Menville is finished and he is no longer a surgeon but an alcoholic caretaker. Out of the blue  they are invited to a party where Helen will release her novel Forever Young and Madeline goes to a beauty shop. The owner gives a business card of the specialist in rejuvenation Lisle Von Rhuman to her. When the envious Madeline sees Helen thin in a perfect shape  she decides to seek out Lisle and buys a potion to become young again. Further  she advises that Madeline must take care of her body. Meanwhile Helen seduces Menville and they plot a scheme to kill Madeline. When Madeline comes home  she has an argument Menville and he pushes her from the staircase. She breaks her neck but becomes a living dead. When Helen arrives at Menville's house expecting that Madeline is dead  she is murdered by Madeline. But she also becomes a living dead and they conclude they need Menville to help them to maintain their bodies. But Menville wants to leave them. 
3259,Far and Away (1992),Drama|Romance,A young man leaves Ireland with his landlord's daughter after some trouble with her father and they dream of owning land at the big give away in Oklahoma ca. 1893. When they get to the new land  they find jobs and begin saving money. The man becomes a local bare hands boxer and rides in glory until he is beaten  then his employers steal all the couple's money and they must fight off starvation in the winter and try to keep their dream of owning land alive. Meanwhile  the woman's parents find out where she has gone and have come to the U.S. to find her and take her back. 
3260,Howards End (1992),Drama,Encounter of three social classes of England at the beginning of the 20th century : the Victorian capitalists (the Wilcoxes) considering themselves as aristocrats  whose only god is money ; the enlightened bourgeois (the Schlegels)  humanistic and philanthropic ; and the workers (the Basts)  fighting to survive. The Schlegel sisters' humanism will be torn apart as they try both to softly knock down the Wilcox's prejudices and to help the Basts. 
3261,Singles (1992),Comedy|Drama|Romance,Romantic comedy about six of Seattle's young people  most of whom live in the same apartment building and whose lives revolve around the city's ever expanding music scene. The inter related stories about each character's progress through the singles scene are intriguing and often very funny  and the soundtrack is a grunge fanatic's dream  with the likes of Soundgarden  Pearl Jam and Mudhoney. 
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,"Essentially a prequel to David Lynch and Mark Frost's earlier TV series ""Twin Peaks"". The first half hour or so concerns the investigation by FBI Agent Chet Desmond (Chris Isaak) and his partner Sam Stanley (Kiefer Sutherland) into the murder of night shift waitress Teresa Banks in the small Washington state town of Deer Meadow. When Desmond finds a mysterious clue to the murder  he inexplicably disappears. The film then cuts to one year later in the nearby town of Twin Peaks and follows the events during the last week in the life of Laura Palmer (Sheryl Lee) a troubled teenage girl with two boyfriends; the hot tempered rebel Bobby Briggs (Dana Ashbrook) and quiet biker James Hurley (James Marshall)  her drug addiction  and her relationship with her difficult (and possible schizophrenic) father Leland (Ray Wise)  a story in which her violent murder was later to motivate much of the TV series. Contains a considerable amount of sex  drugs  violence  very loud music and inexplicable imagery. "
3263,White Men Can't Jump (1992),Comedy,Billy and Sydney think they're the best basketball hustlers in town  so when they join forces  nothing can stop them  except each other. To add to their problems  Billy owes money and is being chased by a pair of gangster types. 
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,Buffy Summers has the lifestyle any young woman could want. Cheerleading  dating the captain of the basketball team  and copious amounts of time spent shopping with friends. She had no idea of her true calling until a mysterious man named Merrick approached her and told her that she is the Slayer; one woman called to defend the world from vampires. Reluctant to concede to the fact  Buffy soon learns that Merrick speaks the truth and so begins to take her new life seriously while trying to maintain the sense of normality her life had once been. With her best friends slowly abandoning her  Buffy finds solace in the town outcast  Pike  who knows very well the terrors that have arisen. Together  they combat the forces of the old and powerful vampire  Lothos  who has his eyes set on Buffy. 
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,Mobsters are smuggling guns into Hong Kong. The police orchestrate a raid at a teahouse where an ace detective loses his partner. Meanwhile  the two main gun smugglers are having a war over territory  and a young new gun is enlisted to wipe out informants and overcome barriers to growth. The detective  acting from inside sources  gets closer to the ring leaders and eventually must work with the inside man directly. 
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,A camera crew follows a serial killer thief around as he exercises his craft. He expounds on art  music  nature  society  and life as he offs mailmen  pensioners  and random people. Slowly he begins involving the camera crew in his activities  and they begin wondering if what they're doing is such a good idea  particularly when the killer kills a rival and the rival's brother sends a threatening letter. 
3267,"Mariachi, El (1992)",Action|Thriller,El Mariachi just wants to play his guitar and carry on the family tradition. Unfortunately  the town he tries to find work in has another visitor...a killer who carries his guns in a guitar case. The drug lord and his henchmen mistake El Mariachi for the killer  Azul  and chase him around town trying to kill him and get his guitar case. 
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,A tough police sergeant's mother comes to visit him  and promptly starts trying to fix up his life  much to his embarrassment. For his birthday she buys him a machine gun out of the back of a van  and begins to further interfere with his job and love life  eventually helping him with a case he's on. 
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992. 
3270,"Cutting Edge, The (1992)",Drama,At the 1988 Winter Olympics at Calgary  we see Doug Dorsey battered in a vicious hockey game against West Germany. We then see Kate Moseley doing her program and falling when a lift goes bad. Both have fought all their life to get to the Olympics and suddenly the dream has been shattered. The movie then follows Kate  a tempermental but talented figure skater  through many partners until finally her coach resorts to recruiting a hockey player. Through the difficult training of 15 hours of skating a day they finally prepare for Nationals and the Olympics. A romance is budding and their final show could bend or break them as they try to achieve their dreams of an Olympic Gold medal. 
3271,Of Mice and Men (1992),Drama,Two traveling companions  George and Lennie  wander the country during the Depression  dreaming of a better life for themselves. Then  just as heaven is within their grasp  it is inevitably yanked away. The film follows Steinbeck's novel closely  exploring questions of strength  weakness  usefulness  reality and utopia  bringing Steinbeck's California vividly to life. 
3272,Bad Lieutenant (1992),Crime|Drama,A police Lieutenant goes about his daily tasks of investigating homicides  but is more interested in pursuing his vices. He has accumulated a massive debt betting on baseball  and he keeps doubling to try to recover. His bookies are beginning to get agitated. The Lieutenant does copious amounts of drugs  cavorts with prostitutes  and uses his status to take advantage of teenage girls. While investigating a nun's rape  he begins to reflect on his lifestyle. 
3273,Scream 3 (2000),Horror|Mystery|Thriller,A new film is currently in production  and a killer is on the loose. The murders draw a reporter  ex cop  and young woman to the set of the movie inspired by their life. They soon find out that they are dealing with a trilogy  and in a trilogy...anything can happen. 
3274,Single White Female (1992),Action,When a 'Single White Female' places an ad in the press for a similar woman to rent a room (to replace the boyfriend she's just left)  all the applicants seem weird. Then along comes a level headed woman who seems to be just right. The new lodger has a secret past which haunts her. 
3275,"Boondock Saints, The (1999)",Action|Comedy,Two Irish brothers accidentally kill mafia thugs. They turn themselves in and are released as heroes. They then see it as a calling by God and start knocking off mafia gang members one by one. Willem Dafoe plays the detective trying to figure out the killings  but the closer he comes to catching the Irish brothers  the more he thinks the brothers are doing the right thing. 
3276,Gun Shy (2000),Comedy,An undercover DEA agent almost gets killed  and to continue with his mission he needs to attend group therapy. 
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,
3278,Gendernauts (1999),Documentary,Monika Treut explores the worlds and thoughts of several trans gendered individuals. As with Treuts first film  Jungfrauenmaschine  Gendernauts  enters a minority sector of San Fransisco culture. The individuals in this film are people whose (genetically) assigned gender does not match their social gender identity. The subject is pinpointed in the film independent of sexual orientation. Leave your conservative hats at the door  this is going to need your special attention. 
3279,Knockout (1999),Action|Adventure,
3280,"Baby, The (1973)",Horror,A social worker who recently lost her husband investigates the strange Wadsworth family. The Wadsworths might not seem too unusual to hear about them at first   consisting of the mother  two grown daughters and the diaper clad  bottle sucking baby. The problem is  the baby is twenty one years old. 
3281,"Brandon Teena Story, The (1998)",Documentary,Documentary about Brandon Teena (aka Teena Brandon)  a transgendered person  who was murdered along with two others in 1993 in rural Nebraska. The story is told through interviews with people who knew Brandon  recorded interrogation and trial transcripts  and photographs and file film footage. 
3282,Different for Girls (1996),Comedy,Karl Foyle and Paul Prentice were best mates at school in the Seventies. But when they meet again in present day London things are definitely not the same. Karl is now Kim  a transsexual  and she has no desire to stir up the past while she's busy forging a neat and orderly new life. Prentice  on the other hand  has charm but is a social disaster stuck in a dead end job. His main talent is for getting them both into trouble. Amid the squabbles  they start to fall in love. One night  Kim invites Prentice to a romantic dinner at her flat. Prentice  finding the seduction unexpectedly effective  freaks out. He proceeds to make a public display of both of them and winds up in court. Humiliated and angry  Kim runs away. Only she can save Prentice now  but will true love triumph for a new made woman and an aging punk  
3283,Minnie and Moskowitz (1971),Action,Minnie breaks up with her married boyfriend and becomes disillusioned. However  she begins to learn that there is hope for love and romance in a desperate world when she meets a crazy car parker named Seymour. 
3284,They Might Be Giants (1971),Comedy|Romance,"They Might be Giants chronicles the adventures of Sherlock Holmes and Dr. Watson in modern day New York City. The fact that Sherlock Holmes is a psychotic paranoid and Dr. Watson is a female psychiatrist fascinated by his case is almost beside the point. Dr. Watson follows Holmes across Manhattan and is  against her better judgment  drawn into the master detective's world of intrigue and danger. This is a sweet  goofy and fairly romantic film that asks the questions ""Whose reality is right...and does it really matter "" "
3285,"Beach, The (2000)",Adventure|Drama,Garland's novel centers on a young nicotine addicted traveler named Richard  an avid pop culture buff with a particular love for video games and Vietnam War movies. While at a hotel in Bangkok  he finds a map left by his strange  whacked out neighbor  who just committed suicide. The map supposedly leads to a legendary island paradise where some other wayward souls have settled. 
3286,Snow Day (2000),Comedy,"When an entire town in upstate New York is closed down by an unexpected snowfall  a ""snow day"" begins when a group of elementary school kids  led by Natalie Brandston  try to ensure that the schools stay closed by stopping a mechanical snowplow driver by trying to hijack his plow truck. Meanwhile  Natalie's big brother Hal is using this day to try to win the affections of Claire Bonner  the most popular girl in his high school  while Hal and Natalie's father Tom  a TV meteorologist  faces off against a rival meteorologist for weather coverage of the day's events. "
3287,"Tigger Movie, The (2000)",Animation|Children's,Tigger goes looking through the hundred acre wood to find his family. 
3288,Cotton Mary (1999),Drama,1954  the Malabar Coast. British and Anglo Indian identities blur when an English woman with a neglectful husband births a sickly baby. Cotton Mary  a hospital aide and moralizing Anglophile who claims her father was a British officer  takes over the infant's care and  without a word to the mother  takes the baby daily to her sister to nurse. Mary moves into the English household  taking over more and more duties as she plays on the mother's fatigue and lack of spousal counsel: in effect  Mary colonizes the English household while she pilfers its stores and tells tall tales to her own family. For how long can Mary sustain her rule before the Englishwoman stands on her own feet  
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,In a remote mountain village  the teacher must leave for a month  and the mayor can find only a 13 year old girl  Wei Minzhi  to substitute. The teacher leaves one stick of chalk for each day and promises her an extra 10 yuan if there's not one less student when he returns. Within days  poverty forces the class troublemaker  Zhang Huike  to leave for the city to work. Minzhi  possessed of a stubborn streak  determines to bring him back. She enlists the 26 remaining pupils in earning money for her trip. She hitches to Jiangjiakou City and begins her search. The boy  meanwhile  is there  lost and begging for food. Minzhi's stubbornness may be Huike and the village school's salvation. 
3290,Soft Toilet Seats (1999),Comedy,Arne buys a house in suburban Los Angeles  only to discover that the previous owner died in a grisly manner. Then he gets a visit from the dead woman's best friend  who is convinced that she didn't commit suicide. Together  they investigate what Tilly is sure must be a murder  and come up against the toughest moral dilemma of their lives. 
3291,Trois (2000),Thriller,Jermaine  a young struggling Atlanta lawyer  decides to spruce up his marriage with Jasmine  who's mentally recovering from an abusive previous relationship  by hiring Jade  a bisexual stripper prostitute fighting a custody battle with her ex husband for their four year old son  for a threesome menage a trois get together only to have all three of them suffer the after affects when Jermaine begins acting possessive towards Jasmine and Jade which leads to Jade (or someone) stalking him and disrupting his private and professional life. 
3292,"Big Combo, The (1955)",Film-Noir,Police Lt. Diamond is told to close his surveillance of suspected mob boss Mr. Brown because it's costing the department too much money with no results. Diamond makes one last attempt to uncover evidence against Brown by going to Brown's girlfriend  Susan Lowell. 
3293,Conceiving Ada (1997),Drama|Sci-Fi,"Emmy Coer  a computer genius  devises a method of communicating with the past by tapping into undying information waves. She manages to reach the world of Ada Lovelace  founder of the idea of a computer language and proponent of the possibilities of the ""difference engine."" Ada's ideas were stifled and unfulfilled because of the reality of life as a woman in the nineteenth century. Emmy has a plan to defeat death and the past using her own DNA as a communicative agent to the past  bringing Ada to the present. But what are the possible ramifications  "
3294,Eaten Alive (1976),Horror,Judd runs the Starlight Hotel out in some sort of swampy place and is unfortunately a few slices short of a loaf. He has a crocodile conveniently placed on the other side of the hotel's front porch railing. The croc will eat just about anything  as the hapless guests of the hotel find out soon enough. A reformed hooker  an unlucky family  and the father and sister of the hooker all suffer various rates of attrition as Judd tries to implement damage control. 
3295,Raining Stones (1993),Drama,This Ken Loach film tells the story of a man devoted to his family and his religion. Proud  though poor  Bob wants his little girl to have a beautiful (and costly) brand new dress for her First Communion. His stubbornness and determination get him into trouble as he turns to more and more questionable measures  in his desperation to raise the needed money. This tragic flaw leads him to risk all that he loves and values  his beloved family  indeed even his immortal soul and salvation  in blind pursuit of that goal. 
3296,To Sir with Love (1967),Drama,Engineer Mark Thackeray arrives to teach a totally undisciplined class at an East End school. Still hoping for a good engineering job  he's hopeful that he won't be there long. He starts implementing his own brand of classroom discipline: forcing the pupils to treat each other with respect. Inevitably he begins getting involved in the students' personal lives  and must avoid the advances of an amorous student while winning over the class tough. What will he decide when the engineering job comes through  
3297,With Byrd at the South Pole (1930),Documentary,
3298,Boiler Room (2000),Drama,Seth Davis is a college dropout running an illegal casino from his rented apartment. Driven by his domineering fathers disapproval at his illegitimate existence and his desire for serious wealth  Seth suddenly finds himself seduced by the opportunity to interview as a trainee stock broker from recent acquaintance Greg (Nicky Katt). Walking into the offices of JT Marlin  a small time brokerage firm on the outskirts of New York   Seth gets an aggressive cameo performance from Jay (Ben Affleck) that sets the tone for a firm clearly placing money above all else. Seth's fractured relationship with his father and flirtatious glances from love interest Abbie (Nia Long) are enough to keep Seth motivated in his new found career. As he begins to excel and develop a love for the hard sale and high commission  a few chance encounters leads Seth to question the legitimacy of the firms operations   placing him once again at odds with his father and what remains of his morality. With homages to Wall Street  and Glengarry Glen Ross  it's a decent debut feature for Ben Younger who's script exposes a truly sinister side of an already immoral business. 
3299,Hanging Up (2000),Comedy|Drama,Georgia Mozell  Eve Marks and Maddy Mozell are adult sisters. Georgia is the editor of her own wildly successful self titled women's magazine. She strives for publicity at any cost. Party planner Eve is the mother hen of the group  not only of her own family  but also of her siblings and father as their mother  Pat  not only emotionally left their father when they divorced  but her daughters as well. And Maddy is a vacuous soap opera actress who has always struggled for her own identity. Despite being as busy with her own life as the others  Eve is the only one of the three who deals with the long term hospitalization of their cantankerous seventy nine year old father  Lou Mozell  when he enters the early stages of dementia  and the associated outcomes of that hospitalization. Eve's caring for Lou is despite an especially hurtful incident with him seven years earlier. As the emotional aspect of looking after Lou becomes more and more stressful  Eve has to figure out how to maintain her own sanity  while dealing with her sisters  who believe they too are part of their father's care while they don't lift a finger to help. 
3300,Pitch Black (2000),Action|Sci-Fi,"The space transport vessel ""Hunter Gratzner"" carrying 40 people on board crashes on a desert planet when the ship is struck in a meteor storm. There are only 11 survivors  among them are pilot Carolyn Fry (Who has assumed command after the ship's captain is killed)  bounty hunter William J. Johns  religious man Abu Al Walid  Antiques dealer Paris P. Ogilvie  runaway teenager Jack  settlers John 'Zeke' Ezekiel and his lover Sharon 'Shazza' Montgomery  and Richard B. Riddick  a dangerous escaped convict. Marooned  the survivors discover the barren and hot desert scape has sunlight from three suns. Not only must they find food and water and worry about Riddick  the survivors find themselves being hunted by the planet's flesh eating alien inhabitants when the planet is engulfed in darkness  which happens every 22 years  as they emerge from underground to hunt and eat all signs of life. Fry and the survivors find Riddick is their best chance of survival  as Riddick has surgically enhanced eyes that allow him to see in the dark as they set out to find a way of escaping from the planet and getting to a escape shuttle  before they all get eaten by the creatures on the surface. "
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,"Montreal  Canada. A down on his luck dentist  ""Oz"" Oseransky (Matthew Perry)  discovers that his new neighbor is Jimmy ""The Tulip"" Tudeski (Bruce Willis)  former mob contract killer turned police informant upon whom the Hungarian mob has put on price on. Egged on my his loathsome wife Sophie (Rosanna Arquette)  Oz sets off to Chicago to let the mob know where The Tulip is  and hopefully claim part of the reward. "
3302,Beautiful People (1999),Comedy,In London  during October 1993  England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height  and refugees from the ex Yugoslavia are arriving. Football rivals  and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile  the lives of four English families are affected in different ways by encounter with the refugees; one of the families improbably becomes involved with a Balkan refugee through the England vs. Holland match. 
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,The film follows a simple structure  and shows the drug related degradation of five youths (Jake  Tracey  Jessica  Alice  Oreo) during the course of three years. The film depicts their drug related crimes and diseases: prostitution  male prostitution  AIDS  and lethal overdoses. 
3304,Blue Collar (1978),Crime|Drama,Three workers  Zeke (Richard Pryor)  Jerry (Harvey Keitel) and Smokey (Yaphet Kotto)  are working at a car plant and drinking their beers together. One night when they steal away from their wives to have some fun they get the idea to rob the local union's bureau safe. First they think it is a flop  because they get only 600 dollars out of it  but then Zeke realizes that they also have gotten some 'hot' material. They decide to blackmail their union. The best reason for that is the union itself. All three are provoked by the fact that the union claims to have lost 10 000 dollars by their robbery. 
3305,Bluebeard (1944),Film-Noir|Horror,A killer of young women  dubbed Bluebeard  is loose in Paris. Lucille and her friends meet Gaston Morrell  a puppeteer. He invites them to a show the next night; they go. Afterwards  he walks with Lucille; she offers to make costumes for his next show  he accepts  and feelings develop that may lead to love. She suspects he has a tragic past. Meanwhile  his leaving the show with Lucille prompts the jealousy of Renee  Gaston's sometime lover. Lucille's younger sister  Francine  comes back to Paris   her boyfriend is Inspector Lefebre  who's hunting for Bluebeard. Some clues point toward Lamart  a greedy art dealer. Who is in danger  and can Gaston be trusted  
3306,"Circus, The (1928)",Comedy,The Tramp finds himself at a circus where he is promptly chased around by the police who think he is a pickpocket. Running into the Bigtop  he is an accidental sensation with his hilarious efforts to elude the police. The circus owner immediately hires him  but discovers that the Tramp cannot be funny on purpose  so he takes advantage of the situation by making the Tramp a janitor who just happens to always be in the Bigtop at showtime. Unaware of this exploitation  the Tramp falls for the owner's lovely acrobatic stepdaughter  who is abused by her father. His chances seem good  until a dashing rival comes in and Charlie feels he has to compete with him. 
3307,City Lights (1931),Comedy|Drama|Romance,A tramp falls in love with a beautiful blind girl. Her family is in financial trouble. The tramp's on and off friendship with a wealthy man allows him to be the girl's benefactor and suitor. 
3308,"Flamingo Kid, The (1984)",Comedy|Drama,Set in Brooklyn  1963  Jeffrey Willis has just finished high school and isn't quite sure what the future holds. His parents expect him to go to college but he is starting to find his close knit family stifling. He gets a summer job at the Flamingo beach club where he meets Phil Brody  a successful car dealer who fills Jeffrey's head with ideas about how to make his fortune. Phil is everything Jeffrey would like to be   popular  rich and the best gin rummy player the club has ever seen. Jeffrey's coming of age includes a romance with the very pretty Carla Samson  but the shine on Phil Brody's philosophy of life wears off when he uncovers a significant flaw in his character. 
3309,"Dog's Life, A (1920)",Comedy,The Little Tramp and his dog companion struggle to survive in the inner city. 
3310,"Kid, The (1921)",Action,"The opening title reads: ""A comedy with a smile  and perhaps a tear"". As she leaves the charity hospital and passes a church wedding  Edna deposits her new baby with a pleading note in a limousine and goes off to commit suicide. The limo is stolen by thieves who dump the baby by a garbage can. Charlie the Tramp finds the baby and makes a home for him. Five years later Edna has become an opera star but does charity work for slum youngsters in hope of finding her boy. A doctor called by Edna discovers the note with the truth about the Kid and reports it to the authorities who come to take him away from Charlie. Before he arrives at the Orphan Asylum Charlie steals him back and takes him to a flophouse. The proprietor reads of a reward for the Kid and takes him to Edna. Charlie is later awakened by a kind policeman who reunites him with the Kid at Edna's mansion. "
3311,"Man from Laramie, The (1955)",Western,Mysterious Will Lockhart delivers supplies to storekeeper Barbara Waggoman at Coronado  an isolated town in Apache country. Before long  he's tangled with Dave Waggoman  vicious son of autocratic rancher Alec and cousin of sweet Barbara. But he sticks around town  his presence a catalyst for changes in people's lives  searching for someone he doesn't know...who's been selling rifles to the Apaches. 
3312,"McCullochs, The (1975)",Drama,A Story about the rich McCulloch Family  their overbearing father and the children's misguided blaming him for everything that doesn't go right. 
3313,Class Reunion (1982),Comedy,Lizzie Borden High's class of 1972 are going through the motions at their tenth year reunion  until deranged alum Walter Baylor  driven insane by a sadistic senior year prank  escapes from the mental institution and crashes the party. When guests start getting killed  the other alumni  including snooty yacht salesman Bob Spinnaker  class tease Bunny Packard  and class zero Gary Nash  spring into action to uncover the culprit. Chuck Berry makes an on stage appearance. 
3314,"Big Trees, The (1952)",Action|Drama,In 1900  unscrupulous timber baron Jim Fallon plans to take advantage of a new law and make millions off California redwood. Much of the land he hopes to grab has been homesteaded by a Quaker colony  who try to persuade him to spare the giant sequoias...but these are the very trees he wants most. Expert at manipulating others  Fallon finds that other sharks are at his own heels  and forms an unlikely alliance. 
3315,Happy Go Lovely (1951),Musical,B.G. Bruno  a rich bachelor  the head of a successful greeting card company in Scotland  is essentially a kind man but respectable to the point of stodginess and extreme stuffiness. An American troupe visiting Edinburgh wants to produce a musical in town but has trouble getting backers. Bruno meets several of the leading ladies of the show; through a misunderstanding he doesn't correct they think that he's a newspaper reporter. He falls in love with one of the women  who reciprocates; he grows more lively and friendly  to the surprise of his employees. After a series of mishaps and comic incidents comes a happy ending: a successful show and true love. 
3316,Reindeer Games (2000),Action|Thriller,After being imprisoned for six years on a grand theft auto charge  Rudy Duncan (Ben Affleck) is days away from release as is his cellmate Nick (James Frain) who is is serving a two year sentence on a separate charge. Nick has a number of pictures from a romantic correspondence with a woman named Ashley he has never met but is waiting for his release. Rudy is looking forward to returning to his family and having a fresh cup of hot chocolate. Nick is killed defending Rudy during a prison riot. When Rudy Is released the next day from prison he recognizes Ashley waiting outside the prison for Nick and Rudy takes his place and pretends to be Nick. Nick had spoken of his previous employment in security with an Indian casino and Rudy finds himself involved with Ashley's criminal gun runner brother Gabriel (Gary Sinise). Rudy is violently coerced to cooperate with a Christmas Eve casino robbery scheme that Gabriel and his gang have been planning with Nick's casino knowledge as the key. Things don't go as planned with a number of plot twists and double crosses. 
3317,Wonder Boys (2000),Comedy|Drama,Grady Tripp is a professor writer living in Pittsburgh who is struggling with writer's block. Whilst doing this  he also manages to get the chancellor pregnant. In the meantime  he and a college student  James Leer are trying to find a rare jacket once owned by Marilyn Monroe  and a college girl  Hannah Green boarding with Grady has a bit of a crush on him. 
